ScientificName1974,CommonName1974,Alternate name,Family1974,ScientificName2023,CommonName2023,Alternate name,Family2023
Xiphorhynchus lachrymosus,Black-striped Woodcreeper,,Dendrocolaptidae,Xiphorhynchus lachrymosus,Black-striped Woodcreeper,Grimpar maillé,Furnariidae
Xiphorhynchus erythropygius,Spotted Woodcreeper,,Dendrocolaptidae,Xiphorhynchus erythropygius,Spotted Woodcreeper,Grimpar tacheté,Furnariidae
Xiphorhynchus triangularis,Olive-backed Woodcreeper,,Dendrocolaptidae,Xiphorhynchus triangularis,Olive-backed Woodcreeper,Grimpar à dos olive,Furnariidae
Lepidocolaptes leucogaster,White-striped Woodcreeper,,Dendrocolaptidae,Lepidocolaptes leucogaster,White-striped Woodcreeper,Grimpar givré,Furnariidae
Lepidocolaptes souleyetii,Streak-headed Woodcreeper,,Dendrocolaptidae,Lepidocolaptes souleyetii,Streak-headed Woodcreeper,Grimpar de Souleyet,Furnariidae
Lepidocolaptes angustirostris,Narrow-billed Woodcreeper,,Dendrocolaptidae,Lepidocolaptes angustirostris,Narrow-billed Woodcreeper,Grimpar à bec étroit,Furnariidae
Lepidocolaptes affinis,Spot-crowned Woodcreeper,,Dendrocolaptidae,,,,
,,,,Lepidocolaptes affinis,Spot-crowned Woodcreeper,Grimpar moucheté,Furnariidae
,,,,Lepidocolaptes lacrymiger,Montane Woodcreeper,Grimpar montagnard,Furnariidae
Lepidocolaptes squamatus,Scaled Woodcreeper,,Dendrocolaptidae,,,,
,,,,Lepidocolaptes squamatus,Scaled Woodcreeper,Grimpar écaillé,Furnariidae
,,,,Lepidocolaptes falcinellus,Scalloped Woodcreeper,Grimpar festonné,Furnariidae
Lepidocolaptes fuscus,Lesser Woodcreeper,,Dendrocolaptidae,,,,
,,,,Xiphorhynchus fuscus,Lesser Woodcreeper,Grimpar brun,Furnariidae
,,,,Xiphorhynchus atlanticus,Ceara Woodcreeper,Grimpar atlantique,Furnariidae
Lepidocolaptes albolineatus,Lineated Woodcreeper,,Dendrocolaptidae,,,,
,,,,Lepidocolaptes albolineatus,Guianan Woodcreeper,Grimpar lancéolé,Furnariidae
,,,,Lepidocolaptes duidae,Duida Woodcreeper,Grimpar du Duida,Furnariidae
,,,,Lepidocolaptes fuscicapillus,Dusky-capped Woodcreeper,Grimpar à calotte sombre,Furnariidae
,,,,Lepidocolaptes fatimalimae,Inambari Woodcreeper,Grimpar de l'Inambari,Furnariidae
Campylorhamphus pucherani,Greater Scythebill,,Dendrocolaptidae,Drymotoxeres pucheranii,Greater Scythebill,Grimpar de Pucheran,Furnariidae
Campylorhamphus trochilirostris,Red-billed Scythebill,,Dendrocolaptidae,Campylorhamphus trochilirostris,Red-billed Scythebill,Grimpar à bec rouge,Furnariidae
Campylorhamphus falcularius,Black-billed Scythebill,,Dendrocolaptidae,Campylorhamphus falcularius,Black-billed Scythebill,Grimpar à bec en faux,Furnariidae
Campylorhamphus pusillus,Brown-billed Scythebill,,Dendrocolaptidae,Campylorhamphus pusillus,Brown-billed Scythebill,Grimpar à bec brun,Furnariidae
Campylorhamphus procurvoides,Curve-billed Scythebill,,Dendrocolaptidae,,,,
,,,,Campylorhamphus procurvoides,Curve-billed Scythebill,Grimpar à bec courbe,Furnariidae
,,,,Campylorhamphus probatus,Tapajos Scythebill,Grimpar de Cardoso,Furnariidae
,,,,Campylorhamphus multostriatus,Xingu Scythebill,Grimpar du Xingu,Furnariidae
Formicarius analis,Black-faced Antthrush,,Formicariidae,,,,
,,,,Formicarius analis,Black-faced Antthrush,Tétéma coq-de-bois,Formicariidae
,,,,Formicarius moniliger,Mayan Antthrush,Tétéma du Mexique,Formicariidae
Chamaeza ruficauda,Rufous-tailed Antthrush,,Formicariidae,,,,
,,,,Chamaeza ruficauda,Rufous-tailed Antthrush,Tétéma à queue rousse,Formicariidae
,,,,Chamaeza turdina,Schwartz's Antthrush,Tétéma festonné,Formicariidae
,,,,Chamaeza meruloides,Such's Antthrush,Tétéma de Such,Formicariidae
Chamaeza millissima,Barred Antthrush,,Formicariidae,Chamaeza mollissima,Barred Antthrush,Tétéma barré,Formicariidae
Pittasoma michleri,Black-crowned Antpitta,,Formicariidae,Pittasoma michleri,Black-crowned Antpitta,Pittasome à tête noire,Conopophagidae
Pittasoma rufopileatum,Rufous-crowned Antpitta,,Formicariidae,Pittasoma rufopileatum,Rufous-crowned Antpitta,Pittasome à sourcils noirs,Conopophagidae
Grallaria squamigera,Undulated Antpitta,,Formicariidae,Grallaria squamigera,Undulated Antpitta,Grallaire ondée,Grallariidae
Grallaria gigantea,Giant Antpitta,,Formicariidae,Grallaria gigantea,Giant Antpitta,Grallaire géante,Grallariidae
Grallaria excelsa,Great Antpitta,,Formicariidae,Grallaria excelsa,Great Antpitta,Grande Grallaire,Grallariidae
Grallaria varia,Variegated Antpitta,,Formicariidae,Grallaria varia,Variegated Antpitta,Grallaire roi,Grallariidae
Grallaria guatimalensis,Scaled Antpitta,,Formicariidae,Grallaria guatimalensis,Scaled Antpitta,Grallaire écaillée,Grallariidae
Grallaria alleni,Moustached Antpitta,,Formicariidae,Grallaria alleni,Moustached Antpitta,Grallaire à moustaches,Grallariidae
Grallaria chthonia,Táchira Antpitta,,Formicariidae,Grallaria chthonia,Tachira Antpitta,Grallaire du Tachira,Grallariidae
Grallaria haplonota,Plain-backed Antpitta,,Formicariidae,Grallaria haplonota,Plain-backed Antpitta,Grallaire à dos uni,Grallariidae
Grallaria dignissima,Ochre-striped Antpitta,,Formicariidae,Grallaria dignissima,Ochre-striped Antpitta,Grallaire flammée,Grallariidae
,,,,Grallaria eludens,Elusive Antpitta,Grallaire secrète,Grallariidae
,,,,Grallaria kaestneri,Cundinamarca Antpitta,Grallaire de Kaestner,Grallariidae
Grallaria bangsi,Santa Marta Antpitta,,Formicariidae,Grallaria bangsi,Santa Marta Antpitta,Grallaire de Santa Marta,Grallariidae
Grallaria ruficapilla,Chestnut-crowned Antpitta,,Formicariidae,,,,
,,,,Grallaria ruficapilla,Chestnut-crowned Antpitta,Grallaire à tête rousse,Grallariidae
,,,,Grallaria watkinsi,Watkins's Antpitta,Grallaire de Watkins,Grallariidae
Grallaria andicola,Stripe-headed Antpitta,,Formicariidae,Grallaria andicolus,Stripe-headed Antpitta,Grallaire des Andes,Grallariidae
Grallaria rufocinerea,Bicolored Antpitta,,Formicariidae,Grallaria rufocinerea,Bicolored Antpitta,Grallaire bicolore,Grallariidae
Grallaria nuchalis,Chestnut-naped Antpitta,,Formicariidae,Grallaria nuchalis,Chestnut-naped Antpitta,Grallaire à nuque rousse,Grallariidae
,,,,Grallaria ridgelyi,Jocotoco Antpitta,Grallaire de Ridgely,Grallariidae
,,,,Grallaria carrikeri,Pale-billed Antpitta,Grallaire de Carriker,Grallariidae
Grallaria albigula,White-throated Antpitta,,Formicariidae,Grallaria albigula,White-throated Antpitta,Grallaire à gorge blanche,Grallariidae
,,,,Grallaria flavotincta,Yellow-breasted Antpitta,Grallaire à poitrine jaune,Grallariidae
Grallaria hypoleuca,White-bellied Antpitta,,Formicariidae,,,,
,,,,Grallaria hypoleuca,White-bellied Antpitta,Grallaire à ventre blanc,Grallariidae
Grallaricula przewalskii,Rusty-tinged Antpitta,,Formicariidae,Grallaria przewalskii,Rusty-tinged Antpitta,Grallaire de Przewalski,Grallariidae
Grallaricula capitalis,Bay Antpitta,,Formicariidae,Grallaria capitalis,Bay Antpitta,Grallaire châtaine,Grallariidae
Grallaria erythroleuca,Red-and-white Antpitta,,Formicariidae,Grallaria erythroleuca,Red-and-white Antpitta,Grallaire de Cuzco,Grallariidae
Grallaria griseonucha,Gray-naped Antpitta,,Formicariidae,Grallaria griseonucha,Gray-naped Antpitta,Grallaire à nuque grise,Grallariidae
Grallaria rufula,Rufous Antpitta,,Formicariidae,,,,
,,,,Grallaria rufula,Muisca Antpitta,Grallaire rousse,Grallariidae
,,,,Grallaria alvarezi,Chami Antpitta,Grallaire d'Alvarez,Grallariidae
,,,,Grallaria saturata,Equatorial Antpitta,Grallaire d'Équateur,Grallariidae
,,,,Grallaria spatiator,Sierra Nevada Antpitta,Grallaire piétonne,Grallariidae
,,,,Grallaria cajamarcae,Cajamarca Antpitta,Grallaire de Cajamarca,Grallariidae
,,,,Grallaria obscura,Junin Antpitta,Grallaire de Junin,Grallariidae
,,,,Grallaria gravesi,Chachapoyas Antpitta,Grallaire de Graves,Grallariidae
,,,,Grallaria oneilli,Panao Antpitta,Grallaire d'O'Neill,Grallariidae
,,,,Grallaria occabambae,Urubamba Antpitta,Grallaire d'Ocobamba,Grallariidae
,,,,Grallaria cochabambae,Bolivian Antpitta,Grallaire de Cochabamba,Grallariidae
,,,,Grallaria sinaensis,Puno Antpitta,Grallaire de Sina,Grallariidae
,,,,Grallaria saltuensis,Perija Antpitta,Grallaire de la Perija,Grallariidae
,,,,Grallaria blakei,Chestnut Antpitta,Grallaire de Blake,Grallariidae
,,,,Grallaria centralis,Oxapampa Antpitta,Grallaire d'Oxapampa,Grallariidae
,,,,Grallaria ayacuchensis,Ayacucho Antpitta,Grallaire d'Ayacucho,Grallariidae
Grallaria erythrotis,Rufous-faced Antpitta,,Formicariidae,Grallaria erythrotis,Rufous-faced Antpitta,Grallaire masquée,Grallariidae
Grallaria quitensis,Tawny Antpitta,,Formicariidae,,,,
,,,,Grallaria quitensis,Tawny Antpitta,Grallaire de Quito,Grallariidae
,,,,Grallaria alticola,Boyaca Antpitta,Grallaire alticole,Grallariidae
,,,,Grallaria atuensis,Atuen Antpitta,Grallaire d'Atuen,Grallariidae
Grallaria milleri,Brown-banded Antpitta,,Formicariidae,Grallaria milleri,Brown-banded Antpitta,Grallaire ceinturée,Grallariidae
,,,,Grallaria urraoensis,Urrao Antpitta,Grallaire d'Urrao,Grallariidae
Grallaria perspicillata,Streak-chested Antpitta,,Formicariidae,Hylopezus perspicillatus,Streak-chested Antpitta,Grallaire à lunettes,Grallariidae
Grallaria macularia,Spotted Antpitta,,Formicariidae,,,,
,,,,Hylopezus macularius,Spotted Antpitta,Grallaire tachetée,Grallariidae
,,,,Hylopezus paraensis,Snethlage's Antpitta,Grallaire du Para,Grallariidae
,,,,Hylopezus whittakeri,Alta Floresta Antpitta,Grallaire de Whittaker,Grallariidae
,,,,Hylopezus auricularis,Masked Antpitta,Grallaire oreillarde,Grallariidae
Grallaria fulviventris,Fulvous-bellied Antpitta,,Formicariidae,,,,
,,,,Myrmothera dives,Thicket Antpitta,Grallaire buissonnière,Grallariidae
,,,,Myrmothera fulviventris,White-lored Antpitta,Grallaire à ventre fauve,Grallariidae
Grallaria berlepschi,Amazonian Antpitta,,Formicariidae,Myrmothera berlepschi,Amazonian Antpitta,Grallaire d'Amazonie,Grallariidae
Grallaria ochroleuca,Speckle-breasted Antpitta,,Formicariidae,,,,
,,,,Hylopezus ochroleucus,White-browed Antpitta,Grallaire teguy,Grallariidae
,,,,Cryptopezus nattereri,Speckle-breasted Antpitta,Grallaire de Natterer,Grallariidae
Myrmothera campanisona,Thrush-like Antpitta,,Formicariidae,,,,
,,,,Myrmothera campanisona,Thrush-like Antpitta,Grallaire grand-beffroi,Grallariidae
,,,,Myrmothera subcanescens,Tapajos Antpitta,Grallaire grisâtre,Grallariidae
Myrmothera simplex,Brown-breasted Antpitta,,Formicariidae,Myrmothera simplex,Tepui Antpitta,Grallaire sobre,Grallariidae
Grallaricula flavirostris,Ochre-breasted Antpitta,,Formicariidae,Grallaricula flavirostris,Ochre-breasted Antpitta,Grallaire ocrée,Grallariidae
Grallaricula ferrugineipectus,Rusty-breasted Antpitta,,Formicariidae,,,,
,,,,Grallaricula ferrugineipectus,Rusty-breasted Antpitta,Grallaire à poitrine rousse,Grallariidae
,,,,Grallaricula leymebambae,Leymebamba Antpitta,Grallaire de Leymebamba,Grallariidae
Grallaricula nana,Slate-crowned Antpitta,,Formicariidae,,,,
,,,,Grallaricula nana,Slate-crowned Antpitta,Grallaire naine,Grallariidae
,,,,Grallaricula cumanensis,Sucre Antpitta,Grallaire de Cumana,Grallariidae
Grallaricula loricata,Scallop-breasted Antpitta,,Formicariidae,Grallaricula loricata,Scallop-breasted Antpitta,Grallaire maillée,Grallariidae
Grallaricula peruviana,Peruvian Antpitta,,Formicariidae,,,,
,,,,Grallaricula peruviana,Peruvian Antpitta,Grallaire du Pérou,Grallariidae
,,,,Grallaricula ochraceifrons,Ochre-fronted Antpitta,Grallaire à front ocre,Grallariidae
Grallaricula lineifrons,Crescent-faced Antpitta,,Formicariidae,Grallaricula lineifrons,Crescent-faced Antpitta,Grallaire demi-lune,Grallariidae
Grallaricula cucullata,Hooded Antpitta,,Formicariidae,Grallaricula cucullata,Hooded Antpitta,Grallaire à capuchon,Grallariidae
Conopophaga lineata,Rufous Gnateater,,Conopophagidae,,,,
,,,,Conopophaga lineata,Rufous Gnateater,Conopophage roux,Conopophagidae
,,,,Conopophaga cearae,Ceara Gnateater,Conopophage du Ceara,Conopophagidae
Conopophaga aurita,Chestnut-belted Gnateater,,Conopophagidae,,,,
,,,,Conopophaga aurita,Chestnut-belted Gnateater,Conopophage à oreilles blanches,Conopophagidae
,,,,Conopophaga snethlageae,Black-breasted Gnateater,Conopophage de Snethlage,Conopophagidae
Melanopareia torquata,Collared Crescentchest,,Rhinocryptidae,Melanopareia torquata,Collared Crescentchest,Cordon-noir à col roux,Melanopareiidae
Melanopareia maximiliani,Olive-crowned Crescentchest,,Rhinocryptidae,Melanopareia maximiliani,Olive-crowned Crescentchest,Cordon-noir à dos olive,Melanopareiidae
Melanopareia elegans,Elegant Crescentchest,,Rhinocryptidae,Melanopareia elegans,Elegant Crescentchest,Cordon-noir élégant,Melanopareiidae
Melanopareia maranonica,Marañon Crescentchest,,Rhinocryptidae,Melanopareia maranonica,Marañon Crescentchest,Cordon-noir du Maranon,Melanopareiidae
Scytalopus unicolor,Unicolored Tapaculo,,Rhinocryptidae,,,,
,,,,Scytalopus unicolor,Unicolored Tapaculo,Mérulaxe unicolore,Rhinocryptidae
,,,,Scytalopus latrans,Blackish Tapaculo,Mérulaxe noirâtre,Rhinocryptidae
,,,,Scytalopus intermedius,Utcubamba Tapaculo,Mérulaxe de l'Utcubamba,Rhinocryptidae
,,,,Scytalopus parvirostris,Trilling Tapaculo,Mérulaxe à petit bec,Rhinocryptidae
,,,,Scytalopus gettyae,Junin Tapaculo,Mérulaxe de Getty,Rhinocryptidae
Scytalopus femoralis,Rufous-vented Tapaculo,,Rhinocryptidae,,,,
,,,,Scytalopus femoralis,Rufous-vented Tapaculo,Mérulaxe à ventre roux,Rhinocryptidae
,,,,Scytalopus micropterus,Long-tailed Tapaculo,Mérulaxe microptère,Rhinocryptidae
,,,,Scytalopus bolivianus,Bolivian Tapaculo,Mérulaxe de Bolivie,Rhinocryptidae
,,,,Scytalopus atratus,White-crowned Tapaculo,Mérulaxe couronné,Rhinocryptidae
,,,,Scytalopus sanctaemartae,Santa Marta Tapaculo,Mérulaxe de Santa Marta,Rhinocryptidae
Scytalopus panamensis,Pale-throated Tapaculo,,Rhinocryptidae,,,,
,,,,Scytalopus panamensis,Tacarcuna Tapaculo,Mérulaxe du Panama,Rhinocryptidae
,,,,Scytalopus vicinior,Nariño Tapaculo,Mérulaxe du Narino,Rhinocryptidae
,,,,Scytalopus chocoensis,Choco Tapaculo,Mérulaxe du Choco,Rhinocryptidae
Scytalopus latebricola,Brown-rumped Tapaculo,,Rhinocryptidae,,,,
,,,,Scytalopus latebricola,Brown-rumped Tapaculo,Mérulaxe à croupion brun,Rhinocryptidae
,,,,Scytalopus meridanus,Merida Tapaculo,Mérulaxe de Mérida,Rhinocryptidae
,,,,Scytalopus caracae,Caracas Tapaculo,Mérulaxe de Caracas,Rhinocryptidae
,,,,Scytalopus spillmanni,Spillmann's Tapaculo,Mérulaxe de Spillmann,Rhinocryptidae
,,,,Scytalopus zimmeri,Zimmer's Tapaculo,Mérulaxe de Zimmer,Rhinocryptidae
,,,,Scytalopus simonsi,Puna Tapaculo,Mérulaxe de Simons,Rhinocryptidae
,,,,Scytalopus urubambae,Vilcabamba Tapaculo,Mérulaxe de Vilcabamba,Rhinocryptidae
,,,,Scytalopus altirostris,Neblina Tapaculo,Mérulaxe à bec épais,Rhinocryptidae
,,,,Scytalopus krabbei,White-winged Tapaculo,Mérulaxe de Krabbe,Rhinocryptidae
,,,,Scytalopus affinis,Ancash Tapaculo,Mérulaxe affin,Rhinocryptidae
,,,,Scytalopus frankeae,Jalca Tapaculo,Mérulaxe de Franke,Rhinocryptidae
,,,,Scytalopus canus,Paramillo Tapaculo,Mérulaxe du paramillo,Rhinocryptidae
,,,,Scytalopus opacus,Paramo Tapaculo,Mérulaxe du paramo,Rhinocryptidae
,,,,Scytalopus androstictus,Loja Tapaculo,Mérulaxe de Loja,Rhinocryptidae
,,,,Scytalopus perijanus,Perija Tapaculo,Mérulaxe de la Perija,Rhinocryptidae
Scytalopus magellanicus,Andean Tapaculo,,Rhinocryptidae,,,,
,,,,Scytalopus magellanicus,Magellanic Tapaculo,Mérulaxe des Andes,Rhinocryptidae
,,,,Scytalopus griseicollis,Pale-bellied Tapaculo,Mérulaxe du matorral,Rhinocryptidae
,,,,Scytalopus fuscus,Dusky Tapaculo,Mérulaxe sombre,Rhinocryptidae
,,,,Scytalopus acutirostris,Tschudi's Tapaculo,Mérulaxe de Tschudi,Rhinocryptidae
,,,,Scytalopus whitneyi,Ampay Tapaculo,Mérulaxe de Whitney,Rhinocryptidae
Scytalopus speluncae,Mouse-colored Tapaculo,,Rhinocryptidae,,,,
,,,,Scytalopus speluncae,Mouse-colored Tapaculo,Mérulaxe souris,Rhinocryptidae
,,,,Scytalopus pachecoi,Planalto Tapaculo,Mérulaxe de Pacheco,Rhinocryptidae
,,,,Scytalopus diamantinensis,Diamantina Tapaculo,Mérulaxe du Diamantina,Rhinocryptidae
,,,,Scytalopus gonzagai,Boa Nova Tapaculo,Mérulaxe de Gonzaga,Rhinocryptidae
,,,,Scytalopus petrophilus,Rock Tapaculo,Mérulaxe des rochers,Rhinocryptidae
Scytalopus indigoticus,White-breasted Tapaculo,,Rhinocryptidae,,,,
,,,,Eleoscytalopus indigoticus,White-breasted Tapaculo,Mérulaxe à poitrine blanche,Rhinocryptidae
,,,,Scytalopus schulenbergi,Diademed Tapaculo,Mérulaxe à diadème,Rhinocryptidae
,,,,Scytalopus robbinsi,Ecuadorian Tapaculo,Mérulaxe de Robbins,Rhinocryptidae
,,,,Scytalopus parkeri,Chusquea Tapaculo,Mérulaxe de Parker,Rhinocryptidae
,,,,Scytalopus stilesi,Stiles's Tapaculo,Mérulaxe de Stiles,Rhinocryptidae
,,,,Scytalopus rodriguezi,Magdalena Tapaculo,Mérulaxe de Rodriguez,Rhinocryptidae
,,,,Scytalopus alvarezlopezi,Tatama Tapaculo,Mérulaxe du Tatama,Rhinocryptidae
,,,,Eleoscytalopus psychopompus,Bahia Tapaculo,Mérulaxe du Bahia,Rhinocryptidae
,,,,Scytalopus iraiensis,Marsh Tapaculo,Mérulaxe herbicole,Rhinocryptidae
Climacteris placens,Papuan Treecreeper,,Neosittidae,Cormobates placens,Papuan Treecreeper,Échelet papou,Climacteridae
Climacteris leucophaea,White-throated Treecreeper,,Neosittidae,Cormobates leucophaea,White-throated Treecreeper,Échelet leucophée,Climacteridae
Climacteris minor,Little Treecreeper,,Neosittidae,,,,
Climacteris affinis,White-browed Treecreeper,,Neosittidae,Climacteris affinis,White-browed Treecreeper,Échelet à sourcils blancs,Climacteridae
Climacteris erythrops,Red-browed Treecreeper,,Neosittidae,Climacteris erythrops,Red-browed Treecreeper,Échelet à sourcils roux,Climacteridae
,,,,Climacteris picumnus,Brown Treecreeper,Échelet brun,Climacteridae
Climacteris picumnus,Brown Treecreeper,,Neosittidae,,,,
Climacteris melanota,Black Treecreeper,,Neosittidae,,,,
,,,,Climacteris melanurus,Black-tailed Treecreeper,Échelet à queue noire,Climacteridae
Climacteris melanura,Black-tailed Treecreeper,,Neosittidae,,,,
Climacteris wellsi,Allide Treecreeper,,Neosittidae,,,,
Climacteris rufa,Rufous Treecreeper,,Neosittidae,Climacteris rufus,Rufous Treecreeper,Échelet roux,Climacteridae
Menura superba,Superb Lyrebird,,Menuridae,Menura novaehollandiae,Superb Lyrebird,Ménure superbe,Menuridae
Ailuroedus buccoides,White-eared Catbird,,Ptilonorhynchidae,,,,
,,,,Ailuroedus buccoides,White-eared Catbird,Jardinier à joues blanches,Ptilonorhynchidae
,,,,Ailuroedus geislerorum,Tan-capped Catbird,Jardinier des Geisler,Ptilonorhynchidae
,,,,Ailuroedus stonii,Ochre-breasted Catbird,Jardinier de Stone,Ptilonorhynchidae
Ailuroedus melanotis,Spotted Catbird,,Ptilonorhynchidae,,,,
,,,,Ailuroedus melanotis,Black-eared Catbird,Jardinier oreillard,Ptilonorhynchidae
,,,,Ailuroedus astigmaticus,Huon Catbird,Jardinier de Huon,Ptilonorhynchidae
,,,,Ailuroedus melanocephalus,Black-capped Catbird,Jardinier à calotte noire,Ptilonorhynchidae
,,,,Ailuroedus jobiensis,Northern Catbird,Jardinier de Jobi,Ptilonorhynchidae
,,,,Ailuroedus arfakianus,Arfak Catbird,Jardinier de l'Arfak,Ptilonorhynchidae
Ailuroedus crassirostris,Green Catbird,,Ptilonorhynchidae,,,,
,,,,Ailuroedus crassirostris,Green Catbird,Jardinier vert,Ptilonorhynchidae
,,,,Ailuroedus maculosus,Spotted Catbird,Jardinier de Ramsay,Ptilonorhynchidae
Amblyornis inornatus,Gardener Bowerbird,,Ptilonorhynchidae,Amblyornis inornata,Vogelkop Bowerbird,Jardinier brun,Ptilonorhynchidae
Amblyornis subalaris,Striped Bowerbird,,Ptilonorhynchidae,Amblyornis subalaris,Streaked Bowerbird,Jardinier à huppe orange,Ptilonorhynchidae
Amblyornis flavifrons,Yellow-fronted Bowerbird,,Ptilonorhynchidae,Amblyornis flavifrons,Golden-fronted Bowerbird,Jardinier à front d'or,Ptilonorhynchidae
Sericulus aureus,Golden Regent Bowerbird,,Ptilonorhynchidae,,,,
,,,,Sericulus aureus,Masked Bowerbird,Jardinier du Prince d'Orange,Ptilonorhynchidae
,,,,Sericulus ardens,Flame Bowerbird,Jardinier ardent,Ptilonorhynchidae
Sericulus bakeri,Adelbert Regent Bowerbird,,Ptilonorhynchidae,Sericulus bakeri,Fire-maned Bowerbird,Jardinier de Baker,Ptilonorhynchidae
Sericulus chrysocephalus,Australian Regent Bowerbird,,Ptilonorhynchidae,Sericulus chrysocephalus,Regent Bowerbird,Jardinier prince-régent,Ptilonorhynchidae
Chlamydera nuchalis,Great Gray Bowerbird,,Ptilonorhynchidae,Chlamydera nuchalis,Great Bowerbird,Jardinier à nuque rose,Ptilonorhynchidae
Chlamydera lauterbachi,Lauterbach's Bowerbird,,Ptilonorhynchidae,Chlamydera lauterbachi,Yellow-breasted Bowerbird,Jardinier de Lauterbach,Ptilonorhynchidae
Clytomyias insignis,Rufous Wren-Warbler,,Sylviidae,Clytomyias insignis,Orange-crowned Fairywren,Mérion à tête rousse,Maluridae
Todopsis wallacii,Wallace's Wren-Warbler,,Sylviidae,Sipodotus wallacii,Wallace's Fairywren,Mérion de Wallace,Maluridae
Chenorhamphus grayi,Broad-billed Wren-Warbler,,Sylviidae,,,,
