ScientificNameBT,CommonNameBT
Recurvirostra novaehollandiae,Red-necked Avocet
Eremopsaltria mongolicus,Mongolian Finch
Onychognathus nabouroup,Pale-winged Starling
Centropus leucogaster,Black-throated Coucal
Poecilodryas placens,Olive-yellow Robin
Riparia riparia,Sand Martin
Megapodius geelvinkianus,Biak Megapode
Platyrinchus mystaceus,White-throated Spadebill
Centropus anselli,Gabon Coucal
Merops albicollis,White-throated Bee-eater
Meliphaga lewinii,Lewin's Honeyeater
Cymbirhynchus macrorhynchos,Black-and-red Broadbill
Serilophus lunatus,Silver-breasted Broadbill
Platyrinchus saturatus,Cinnamon-crested Spadebill
Aethopyga siparaja,Crimson Sunbird
Riparia paludicola,Plain Martin
Vanellus vanellus,Northern Lapwing
Ptiloprora plumbea,Leaden Honeyeater
Oreopsittacus arfaki,Plum-faced Lorikeet
Poecilodryas hypoleuca,Black-sided Robin
Ardea pacifica,White-necked Heron
Fulica leucoptera,White-winged Coot
Pachyptila turtur,Fairy Prion
Niltava sundara,Rufous-bellied Niltava
Ictinia mississippiensis,Mississippi Kite
Ictinia plumbea,Plumbeous Kite
Pycnopygius ixoides,Plain Honeyeater
Trogon comptus,White-eyed Trogon
Megapodius nicobariensis,Nicobar Megapode
Heliangelus regalis,Royal Sunangel
Meliphaga notata,Yellow-spotted Honeyeater
Amandava formosa,Green Avadavat
Galbula albirostris,Yellow-billed Jacamar
Trachyphonus erythrocephalus,Red-and-yellow Barbet
Turtur tympanistria,Tambourine Dove
Swynnertonia swynnertoni,Swynnerton's Robin
Fulica alai,Hawaiian Coot
Sylvia borin,Garden Warbler
Centropus grillii,Black Coucal
Aphelocephala pectoralis,Chestnut-breasted Whiteface
Gallinula melanops,Spot-flanked Gallinule
Tyto longimembris,Eastern Grass-owl
Tyto capensis,African Grass-owl
Accipiter trivirgatus,Crested Goshawk
Caracara plancus,Southern Caracara
Caracara cheriway,Crested Caracara
Pachycephala olivacea,Olive Whistler
Accipiter soloensis,Chinese Goshawk
Calidris alba,Sanderling
Chaetura viridipennis,Amazonian Swift
Pachycephala inornata,Gilbert's Whistler
Cossyphicula roberti,White-bellied Robin-chat
Hypoedaleus guttatus,Spot-backed Antshrike
Batara cinerea,Giant Antshrike
Otus spilocephalus,Mountain Scops-owl
Tockus bradfieldi,Bradfield's Hornbill
Numenius madagascariensis,Far Eastern Curlew
Rostrhamus sociabilis,Snail Kite
Helicolestes hamatus,Slender-billed Kite
Calidris minuta,Little Stint
Tockus hartlaubi,Black Dwarf Hornbill
Plectrophenax nivalis,Snow Bunting
Plectrophenax hyperboreus,McKay's Bunting
Melitograis gilolensis,White-streaked Friarbird
Cacomantis sepulcralis,Rusty-breasted Cuckoo
Tockus pallidirostris,Pale-billed Hornbill
Chaetura fumosa,Costa Rican Swift
Lamprotornis shelleyi,Shelley's Starling
Galbula cyanescens,Bluish-fronted Jacamar
Zoothera monticola,Long-billed Thrush
Chaetura meridionalis,Sick's Swift
Cichlopsis leucogenys,Rufous-brown Solitaire
Xanthotis provocator,Kadavu Honeyeater
Accipiter superciliosus,Tiny Hawk
Vanellus resplendens,Andean Lapwing
Lamprotornis hildebrandti,Hildebrandt's Starling
Muscisaxicola fluviatilis,Little Ground-tyrant
Xanthotis polygrammus,Spotted Honeyeater
Tockus hemprichii,Hemprich's Hornbill
Afropavo congensis,Congo Peafowl
Formicarius colma,Rufous-capped Antthrush
Tockus deckeni,Von der Decken's Hornbill
Apalopteron familiare,Bonin White-eye
Chaetura egregia,Pale-rumped Swift
Sialia sialis,Eastern Bluebird
Megapodius eremita,Melanesian Megapode
Chamaeza turdina,Schwartz's Antthrush
Grus leucogeranus,Siberian Crane
Caprimulgus vociferus,Whip-poor-will
Phytotoma rutila,White-tipped Plantcutter
Caprimulgus saturatus,Dusky Nightjar
Ceyx pictus,African Pygmy-kingfisher
Porzana porzana,Spotted Crake
Ceyx lecontei,African Dwarf-kingfisher
Garrulus lidthi,Amami Jay
Xanthotis flaviventer,Tawny-breasted Honeyeater
Euryceros prevostii,Helmet Vanga
Leptotila jamaicensis,Caribbean Dove
Spizaetus ornatus,Ornate Hawk-eagle
Spizaetus isidori,Black-and-chestnut Eagle
Oreoscoptes montanus,Sage Thrasher
Zoothera marginata,Dark-sided Thrush
Tylas eduardi,Tylas Vanga
Colibri coruscans,Sparkling Violet-ear
Pycnonotus flavescens,Flavescent Bulbul
Alethe poliophrys,Red-throated Alethe
Granatellus sallaei,Grey-throated Chat
Granatellus venustus,Red-breasted Chat
Chaetura brachyura,Short-tailed Swift
Accipiter tachiro,African Goshawk
Rhodothraupis celaeno,Crimson-collared Grosbeak
Periporphyrus erythromelas,Red-and-black Grosbeak
Chamaeza ruficauda,Rufous-tailed Antthrush
Haliaeetus leucoryphus,Pallas's Fish-eagle
Nomonyx dominicus,Masked Duck
Chaetura martinica,Lesser Antillean Swift
Geotrygon montana,Ruddy Quail-dove
Oriolia bernieri,Bernier's Vanga
Garrulus glandarius,Eurasian Jay
Doliornis sclateri,Bay-vented Cotinga
Doliornis remseni,Chestnut-bellied Cotinga
Amytornis woodwardi,White-throated Grasswren
Amytornis dorotheae,Carpentarian Grasswren
Malurus elegans,Red-winged Fairywren
Butastur rufipennis,Grasshopper Buzzard
Xanthotis macleayanus,Macleay's Honeyeater
Stresemannia bougainvillei,Bougainville Honeyeater
Alcedo leucogaster,White-bellied Kingfisher
Phytotoma rara,Rufous-tailed Plantcutter
Dendrortyx barbatus,Bearded Wood-partridge
Coracina graueri,Grauer's Cuckooshrike
Aethopyga christinae,Fork-tailed Sunbird
Kenopia striata,Striped Wren-babbler
Ptiloprora guisei,Rufous-backed Honeyeater
Schetba rufa,Rufous Vanga
Oriolus chlorocephalus,Green-headed Oriole
Oriolus brachyrhynchus,Western Black-headed Oriole
Parus palustris,Marsh Tit
Chaetura spinicaudus,Band-rumped Swift
Parus ater,Coal Tit
Muscicapella hodgsoni,Pygmy Blue-flycatcher
Cerorhinca monocerata,Rhinoceros Auklet
Dendrortyx macroura,Long-tailed Wood-partridge
Dendrortyx leucophrys,Buffy-crowned Wood-partridge
Parus major,Great Tit
Dicrurus leucophaeus,Ashy Drongo
Haliaeetus pelagicus,Steller's Sea-eagle
Porzana carolina,Sora
Poecilodryas cerviniventris,Buff-sided Robin
Falculea palliata,Sickle-billed Vanga
Fulica caribaea,Caribbean Coot
Poecilodryas superciliosa,White-browed Robin
Arundinicola leucocephala,White-headed Marsh-tyrant
Circaetus beaudouini,Beaudouin's Snake-eagle
Francolinus francolinus,Black Francolin
Tockus erythrorhynchus,Red-billed Hornbill
Haematopus leucopodus,Magellanic Oystercatcher
Ampelion rubrocristatus,Red-crested Cotinga
Ampelion rufaxilla,Chestnut-crested Cotinga
Macrodipteryx longipennis,Standard-winged Nightjar
Macrodipteryx vexillarius,Pennant-winged Nightjar
Conioptilon mcilhennyi,Black-faced Cotinga
Anthreptes malacensis,Plain-throated Sunbird
Polytmus guainumbi,White-tailed Goldenthroat
Acrocephalus aedon,Thick-billed Warbler
Phaps chalcoptera,Common Bronzewing
Pericrocotus cinnamomeus,Small Minivet
Pericrocotus igneus,Fiery Minivet
Haematopus fuliginosus,Sooty Oystercatcher
Troglodytes troglodytes,Winter Wren
Parabuteo unicinctus,Harris's Hawk
Pycnonotus cyaniventris,Grey-bellied Bulbul
Buteo leucorrhous,White-rumped Hawk
Porzana tabuensis,Spotless Crake
Gymnoderus foetidus,Bare-necked Fruitcrow
Prionochilus xanthopygius,Yellow-rumped Flowerpecker
Prionochilus plateni,Palawan Flowerpecker
Cuculus varius,Common Hawk-cuckoo
Cuculus sparverioides,Large Hawk-cuckoo
Grallaria blakei,Chestnut Antpitta
Coccyzus americanus,Yellow-billed Cuckoo
Coccyzus euleri,Pearly-breasted Cuckoo
Megascops albogularis,White-throated Screech-owl
Turnix hottentottus,Hottentot Buttonquail
Zoothera dixoni,Long-tailed Thrush
Cossypha albicapilla,White-crowned Robin-chat
Taraba major,Great Antshrike
Turnix sylvaticus,Small Buttonquail
Geophaps smithii,Partridge Pigeon
Sylvia nana,Desert Warbler
Sitta himalayensis,White-tailed Nuthatch
Phylidonyris pyrrhopterus,Crescent Honeyeater
Gallicolumba sanctaecrucis,Santa Cruz Ground-dove
Parus cristatus,Crested Tit
Collocalia orientalis,Mayr's Swiftlet
Porzana pusilla,Baillon's Crake
Guadalcanaria inexpectata,Guadalcanal Honeyeater
Sitta europaea,Wood Nuthatch
Suiriri suiriri,Suiriri Flycatcher
Suiriri islerorum,Chapada Flycatcher
Peneothello cryptoleuca,Smoky Robin
Parus dichrous,Grey-crested Tit
Leptopterus chabert,Chabert's Vanga
Tockus monteiri,Monteiro's Hornbill
Calamanthus campestris,Rufous Fieldwren
Calamanthus fuliginosus,Striated Fieldwren
Phaps elegans,Brush Bronzewing
Myrmotherula iheringi,Ihering's Antwren
Chrysolampis mosquitus,Ruby-topaz Hummingbird
Platyrinchus coronatus,Golden-crowned Spadebill
Malaconotus blanchoti,Grey-headed Bush-shrike
Grallaria rufula,Rufous Antpitta
Zoothera mollissima,Plain-backed Thrush
Sephanoides sephaniodes,Green-backed Firecrown
Sephanoides fernandensis,Juan Fernandez Firecrown
Conopophila whitei,Grey Honeyeater
Sericossypha albocristata,White-capped Tanager
Malaconotus alius,Uluguru Bush-shrike
Thryothorus rufalbus,Rufous-and-white Wren
Petroica rosea,Rose Robin
Oxylabes madagascariensis,White-throated Oxylabes
Petroica rodinogaster,Pink Robin
Geotrygon versicolor,Crested Quail-dove
Ninox philippensis,Philippine Hawk-owl
Gallicolumba stairi,Shy Ground-dove
Piranga erythrocephala,Red-headed Tanager
Geophaps plumifera,Spinifex Pigeon
Delichon urbicum,Northern House-martin
Metriopelia morenoi,Bare-eyed Ground-dove
Metriopelia ceciliae,Bare-faced Ground-dove
Lanius excubitoroides,Grey-backed Fiscal
Geopelia striata,Zebra Dove
Ocreatus underwoodii,Booted Racket-tail
Haematopus longirostris,Pied Oystercatcher
Accipiter gentilis,Northern Goshawk
Seleucidis melanoleucus,Twelve-wired Bird-of-paradise
Coracias caudatus,Lilac-breasted Roller
Pycnonotus squamatus,Scaly-breasted Bulbul
Coracina maxima,Ground Cuckooshrike
Calidris acuminata,Sharp-tailed Sandpiper
Polytmus theresiae,Green-tailed Goldenthroat
Piranga roseogularis,Rose-throated Tanager
Caprimulgus nigriscapularis,Black-shouldered Nightjar
Erythropygia paena,Kalahari Scrub-robin
Trogon massena,Slaty-tailed Trogon
Calidris ruficollis,Red-necked Stint
Phaps histrionica,Flock Bronzewing
Lathamus discolor,Swift Parrot
Pseudotriccus simplex,Hazel-fronted Pygmy-tyrant
Zoothera spiloptera,Spot-winged Thrush
Phyllastrephus terrestris,Terrestrial Brownbul
Pseudotriccus pelzelni,Bronze-olive Pygmy-tyrant
Megacrex inepta,New Guinea Flightless Rail
Collocalia ocista,Marquesan Swiftlet
Culicivora caudacuta,Sharp-tailed Tyrant
Trogon melanurus,Black-tailed Trogon
Haematopus moquini,African Oystercatcher
Ficedula nigrorufa,Black-and-rufous Flycatcher
Geophaps scripta,Squatter Pigeon
Sylvia nisoria,Barred Warbler
Colibri delphinae,Brown Violet-ear
Colibri thalassinus,Green Violet-ear
Parus caeruleus,Blue Tit
Anthreptes orientalis,Kenya Violet-backed Sunbird
Aramidopsis plateni,Snoring Rail
Coccyzus vetula,Jamaican Lizard-cuckoo
Collocalia leucophaea,Tahiti Swiftlet
Ramphotrigon fuscicauda,Dusky-tailed Flatbill
Ramphotrigon ruficauda,Rufous-tailed Flatbill
Phlogophilus hemileucurus,Ecuadorian Piedtail
Phlogophilus harterti,Peruvian Piedtail
Parus cyanus,Azure Tit
Rupicola rupicola,Guianan Cock-of-the-rock
Rupicola peruvianus,Andean Cock-of-the-rock
Cymbilaimus lineatus,Fasciated Antshrike
Cymbilaimus sanctaemariae,Bamboo Antshrike
Centropus phasianinus,Pheasant Coucal
Monticola cinclorhynchus,Blue-capped Rock-thrush
Aimophila quinquestriata,Five-striped Sparrow
Cuculus poliocephalus,Lesser Cuckoo
Rallina canningi,Andaman Crake
Amphispiza bilineata,Black-throated Sparrow
Eudyptes sclateri,Erect-crested Penguin
Gallicolumba erythroptera,Polynesian Ground-dove
Asio capensis,Marsh Owl
Gallicrex cinerea,Watercock
Premnornis guttuligera,Rusty-winged Barbtail
Falco dickinsoni,Dickinson's Kestrel
Bycanistes bucinator,Trumpeter Hornbill
Pseudotriccus ruficeps,Rufous-headed Pygmy-tyrant
Centropus cupreicaudus,Coppery-tailed Coucal
Coracina bicolor,Pied Cuckooshrike
Atlantisia rogersi,Inaccessible Rail
Collocalia palawanensis,Palawan Swiftlet
Rallina tricolor,Red-necked Crake
Helmitheros vermivorum,Worm-eating Warbler
Calothorax lucifer,Lucifer Hummingbird
Calothorax pulcher,Beautiful Hummingbird
Coracias garrulus,European Roller
Cyanoliseus patagonus,Burrowing Parakeet
Phaethornis syrmatophorus,Tawny-bellied Hermit
Centropus superciliosus,White-browed Coucal
Tchagra tchagra,Southern Tchagra
Deroptyus accipitrinus,Red-fan Parrot
Leptotila verreauxi,White-tipped Dove
Melipotes fumigatus,Smoky Honeyeater
Certhia brachydactyla,Short-toed Treecreeper
Certhia hodgsoni,Hodgson's Treecreeper
Rallina rubra,Chestnut Forest-rail
Pterodroma mollis,Soft-plumaged Petrel
Tchagra jamesi,Three-streaked Tchagra
Telophorus bocagei,Grey-green Bush-shrike
Sialia currucoides,Mountain Bluebird
Sialia mexicana,Western Bluebird
Orthotomus cuculatus,Mountain Tailorbird
Coenocorypha pusilla,Chatham Snipe
Coenocorypha aucklandica,New Zealand Snipe
Melipotes gymnops,Arfak Honeyeater
Rallina forbesi,Forbes's Forest-rail
Rallina eurizonoides,Slaty-legged Crake
Amaurolimnas concolor,Uniform Crake
Phaetusa simplex,Large-billed Tern
Gallicolumba crinigera,Mindanao Bleeding-heart
Collocalia pelewensis,Palau Swiftlet
Centropus bernsteini,Lesser Black Coucal
Grallaria varia,Variegated Antpitta
Pogoniulus bilineatus,Yellow-rumped Tinkerbird
Alcippe dubia,Rusty-capped Fulvetta
Centropus viridis,Philippine Coucal
Melipotes ater,Spangled Honeyeater
Pygarrhichas albogularis,White-throated Treerunner
Formicarius rufifrons,Rufous-fronted Antthrush
Strepera graculina,Pied Currawong
Centropus bengalensis,Lesser Coucal
Rallina fasciata,Red-legged Crake
Telophorus sulfureopectus,Sulphur-breasted Bush-shrike
Melanerpes striatus,Hispaniolan Woodpecker
Contopus pertinax,Greater Pewee
Collocalia amelis,Grey Swiftlet
Perisoreus infaustus,Siberian Jay
Perisoreus internigrans,Sichuan Jay
Collocalia hirundinacea,Mountain Swiftlet
Porzana atra,Henderson Crake
Alcippe brunnea,Dusky Fulvetta
Teretistris fernandinae,Yellow-headed Warbler
Teretistris fornsi,Oriente Warbler
Amandava amandava,Red Avadavat
Megascops petersoni,Cinnamon Screech-owl
Amandava subflava,Zebra Waxbill
Coturnicops exquisitus,Swinhoe's Rail
Asio flammeus,Short-eared Owl
Gallicolumba xanthonura,White-throated Ground-dove
Procnias nudicollis,Bare-throated Bellbird
Calidris mauri,Western Sandpiper
Formicarius moniliger,Mayan Antthrush
Eurylaimus javanicus,Banded Broadbill
Rallina leucospila,White-striped Forest-rail
Merops malimbicus,Rosy Bee-eater
Formicarius rufipectus,Rufous-breasted Antthrush
Nannopsittaca panychlora,Tepui Parrotlet
Nannopsittaca dachilleae,Amazonian Parrotlet
Calidris pusilla,Semipalmated Sandpiper
Eurylaimus ochromalus,Black-and-yellow Broadbill
Chaetura vauxi,Vaux's Swift
Heliomaster longirostris,Long-billed Starthroat
Geotrygon goldmani,Russet-crowned Quail-dove
Spilornis kinabaluensis,Mountain Serpent-eagle
Rallina mayri,Mayr's Forest-rail
Grallaria guatimalensis,Scaled Antpitta
Strepera fuliginosa,Black Currawong
Collocalia inquieta,Micronesian Swiftlet
Heliomaster furcifer,Blue-tufted Starthroat
Gallicolumba menagei,Sulu Bleeding-heart
Cyanolimnas cerverai,Zapata Rail
Cyanoptila cyanomelana,Blue-and-white Flycatcher
Acanthagenys rufogularis,Spiny-cheeked Honeyeater
Pitta oatesi,Rusty-naped Pitta
Phytotoma raimondii,Peruvian Plantcutter
Eophona migratoria,Yellow-billed Grosbeak
Eophona personata,Japanese Grosbeak
Chaetura pelagica,Chimney Swift
Puffinus bulleri,Buller's Shearwater
Inezia caudata,Pale-tipped Tyrannulet
Scelorchilus albicollis,White-throated Tapaculo
Scelorchilus rubecula,Chucao Tapaculo
Gallicolumba platenae,Mindoro Bleeding-heart
Puffinus pacificus,Wedge-tailed Shearwater
Geotrygon carrikeri,Tuxtla Quail-dove
Platyrinchus cancrominus,Stub-tailed Spadebill
Procnias albus,White Bellbird
Platyrinchus flavigularis,Yellow-throated Spadebill
Micropygia schomburgkii,Ocellated Crake
Aegypius monachus,Cinereous Vulture
Torgos tracheliotos,Lappet-faced Vulture
Cyornis concretus,White-tailed Flycatcher
Geopelia cuneata,Diamond Dove
Pteridophora alberti,King-of-Saxony Bird-of-paradise
Pitta angolensis,African Pitta
Meleagris gallopavo,Wild Turkey
Meleagris ocellata,Ocellated Turkey
Dryolimnas cuvieri,White-throated Rail
Myrmotherula longipennis,Long-winged Antwren
Pitta reichenowi,Green-breasted Pitta
Porzana spiloptera,Dot-winged Crake
Falco novaeseelandiae,New Zealand Falcon
Melithreptus validirostris,Strong-billed Honeyeater
Coturnicops noveboracensis,Yellow Rail
Dactylortyx thoracicus,Singing Quail
Collocalia germani,German's Swiftlet
Epthianura crocea,Yellow Chat
Porzana fusca,Ruddy-breasted Crake
Merops hirundineus,Swallow-tailed Bee-eater
Coracias abyssinicus,Abyssinian Roller
Francolinus coqui,Coqui Francolin
Epthianura tricolor,Crimson Chat
Strepera versicolor,Grey Currawong
Collocalia infuscata,Moluccan Swiftlet
Pterodroma inexpectata,Mottled Petrel
Margaroperdix madagascariensis,Madagascar Partridge
Spilornis klossi,South Nicobar Serpent-eagle
Odontorchilus branickii,Grey-mantled Wren
Odontorchilus cinereus,Tooth-billed Wren
Gymnophaps albertisii,Papuan Mountain-pigeon
Amaurornis isabellina,Isabelline Waterhen
Porzana flaviventer,Yellow-breasted Crake
Amaurornis olivieri,Sakalava Rail
Crecopsis egregia,African Crake
Aenigmatolimnas marginalis,Striped Crake
Coracina montana,Black-bellied Cuckooshrike
Gymnophaps solomonensis,Pale Mountain-pigeon
Parus montanus,Willow Tit
Rhynchortyx cinctus,Tawny-faced Quail
Gallicolumba keayi,Negros Bleeding-heart
Gallicolumba rubescens,Marquesan Ground-dove
Amaurornis moluccana,Rufous-tailed Waterhen
Myrmeciza ferruginea,Ferruginous-backed Antbird
Myrmotherula axillaris,White-flanked Antwren
Porzana cinerea,White-browed Crake
Petroica multicolor,Scarlet Robin
Chlorocichla flaviventris,Yellow-bellied Greenbul
Collocalia unicolor,Indian Swiftlet
Platysteira concreta,Yellow-bellied Wattle-eye
Anurolimnas fasciatus,Black-banded Crake
Caprimulgus cayennensis,White-tailed Nightjar
Telophorus quadricolor,Four-coloured Bush-shrike
Petroica phoenicea,Flame Robin
Charadrius alticola,Puna Plover
Charadrius falklandicus,Two-banded Plover
Enicurus schistaceus,Slaty-backed Forktail
Phyllastrephus flavostriatus,Yellow-streaked Greenbul
Parus davidi,Rusty-breasted Tit
Coccyzus pluvialis,Chestnut-bellied Cuckoo
Coccyzus rufigularis,Bay-breasted Cuckoo
Barnardius zonarius,Ringneck Parrot
Melanotis caerulescens,Blue Mockingbird
Melanotis hypoleucus,Blue-and-white Mockingbird
Porzana paykullii,Band-bellied Crake
Eulabeornis castaneoventris,Chestnut Rail
Telophorus olivaceus,Olive Bush-shrike
Gymnophaps mada,Long-tailed Mountain-pigeon
Telophorus kupeensis,Mount Kupe Bush-shrike
Phyllastrephus hypochloris,Toro Olive Greenbul
Fulica rufifrons,Red-fronted Coot
Anurolimnas viridis,Russet-crowned Crake
Malurus pulcherrimus,Blue-breasted Fairywren
Amaurornis akool,Brown Crake
Cacomantis variolosus,Brush Cuckoo
Porzana fluminea,Australian Crake
Geotrygon linearis,Lined Quail-dove
Melanodryas cucullata,Hooded Robin
Melanodryas vittata,Dusky Robin
Gallicolumba rufigula,Cinnamon Ground-dove
Riparia congica,Congo Martin
Cacomantis merulinus,Plaintive Cuckoo
Malurus grayi,Broad-billed Fairywren
Trogon caligatus,Gartered Trogon
Hymenops perspicillatus,Spectacled Tyrant
Anurolimnas castaneiceps,Chestnut-headed Crake
Calochaetes coccineus,Vermilion Tanager
Trogon mesurus,Ecuadorian Trogon
Himantopus novaezelandiae,Black Stilt
Strix aluco,Tawny Owl
Sula nebouxii,Blue-footed Booby
Sula variegata,Peruvian Booby
Porzana parva,Little Crake
Pachyptila crassirostris,Fulmar Prion
Petroica bivittata,Alpine Robin
Alopochelidon fucata,Tawny-headed Swallow
Merganetta armata,Torrent Duck
Tickellia hodgsoni,Broad-billed Warbler
Caprimulgus rufus,Rufous Nightjar
Gallinula silvestris,Makira Moorhen
Francolinus lathami,Forest Francolin
Amaurornis phoenicurus,White-breasted Waterhen
Amphilais seebohmi,Grey Emu-tail
Caprimulgus carolinensis,Chuck-will's-widow
Aegithalos leucogenys,White-cheeked Tit
Aegithalos concinnus,Black-throated Tit
Porzana albicollis,Ash-throated Crake
Gallinula ventralis,Black-tailed Native-hen
Epinecrophylla fulviventris,Checker-throated Antwren
