ScientificNameV3,CommonNameV3,FamilyV3,ScientificName2023,CommonName2023,Family2023
Collocalia orientalis,Mayr's Swiftlet,Apodidae,Aerodramus orientalis,Mayr's Swiftlet,Apodidae
Collocalia salangana,Mossy-nest Swiftlet,Apodidae,Aerodramus salangana,Mossy-nest Swiftlet,Apodidae
Collocalia palawanensis,Palawan Swiftlet,Apodidae,,,
Collocalia vanikorensis,Uniform Swiftlet,Apodidae,Aerodramus vanikorensis,Uniform Swiftlet,Apodidae
Collocalia mearnsi,Philippine Swiftlet,Apodidae,Aerodramus mearnsi,Philippine Swiftlet,Apodidae
Collocalia pelewensis,Palau Swiftlet,Apodidae,Aerodramus pelewensis,Palau Swiftlet,Apodidae
Collocalia bartschi,Guam Swiftlet,Apodidae,Aerodramus bartschi,Mariana Swiftlet,Apodidae
Collocalia inquieta,Micronesian Swiftlet,Apodidae,Aerodramus inquietus,Caroline Islands Swiftlet,Apodidae
Collocalia sawtelli,Atiu Swiftlet,Apodidae,Aerodramus sawtelli,Atiu Swiftlet,Apodidae
Collocalia leucophaea,Tahiti Swiftlet,Apodidae,Aerodramus leucophaeus,Tahiti Swiftlet,Apodidae
Collocalia ocista,Marquesan Swiftlet,Apodidae,Aerodramus ocistus,Marquesan Swiftlet,Apodidae
Collocalia maxima,Black-nest Swiftlet,Apodidae,Aerodramus maximus,Black-nest Swiftlet,Apodidae
Collocalia fuciphaga,Edible-nest Swiftlet,Apodidae,Aerodramus fuciphagus,White-nest Swiftlet,Apodidae
Collocalia germani,German's Swiftlet,Apodidae,Aerodramus germani,Germain's Swiftlet,Apodidae
,,,Aerodramus amelis,Ameline Swiftlet,Apodidae
Collocalia amelis,Grey Swiftlet,Apodidae,,,
Collocalia papuensis,Papuan Swiftlet,Apodidae,Aerodramus papuensis,Three-toed Swiftlet,Apodidae
,,,Schoutedenapus myoptilus,Scarce Swift,Apodidae
Schoutedenapus myoptilus,Scarce Swift,Apodidae,,,
Schoutedenapus schoutedeni,Schouteden's Swift,Apodidae,,,
Mearnsia picina,Philippine Needletail,Apodidae,Mearnsia picina,Philippine Spinetail,Apodidae
Mearnsia novaeguineae,Papuan Needletail,Apodidae,Mearnsia novaeguineae,Papuan Spinetail,Apodidae
Zoonavena grandidieri,Malagasy Spinetail,Apodidae,Zoonavena grandidieri,Madagascar Spinetail,Apodidae
Chaetura cinereiventris,Grey-rumped Swift,Apodidae,Chaetura cinereiventris,Gray-rumped Swift,Apodidae
Chaetura vauxi,Vaux's Swift,Apodidae,,,
,,,Chaetura vauxi,Vaux's Swift,Apodidae
,,,Chaetura chapmani,Chapman's Swift,Apodidae
Chaetura chapmani,Chapman's Swift,Apodidae,,,
Chaetura viridipennis,Amazonian Swift,Apodidae,,,
,,,Chaetura andrei,Ashy-tailed Swift,Apodidae
Tachornis phoenicobia,Antillean Palm-swift,Apodidae,Tachornis phoenicobia,Antillean Palm Swift,Apodidae
Tachornis furcata,Pygmy Swift,Apodidae,Tachornis furcata,Pygmy Palm Swift,Apodidae
Tachornis squamata,Fork-tailed Palm-swift,Apodidae,Tachornis squamata,Fork-tailed Palm Swift,Apodidae
Cypsiurus parvus,African Palm-swift,Apodidae,,,
,,,Cypsiurus parvus,African Palm Swift,Apodidae
,,,Cypsiurus gracilis,Malagasy Palm Swift,Apodidae
Cypsiurus balasiensis,Asian Palm-swift,Apodidae,Cypsiurus balasiensis,Asian Palm Swift,Apodidae
Apus alexandri,Alexander's Swift,Apodidae,Apus alexandri,Cape Verde Swift,Apodidae
,,,Apus barbatus,African Swift,Apodidae
Apus barbatus,African Black Swift,Apodidae,,,
Apus sladeniae,Fernando Po Swift,Apodidae,,,
Apus balstoni,Madagascar Swift,Apodidae,Apus balstoni,Malagasy Swift,Apodidae
Apus pacificus,Fork-tailed Swift,Apodidae,,,
,,,Apus pacificus,Pacific Swift,Apodidae
,,,Apus salimalii,Salim Ali's Swift,Apodidae
,,,Apus leuconyx,Blyth's Swift,Apodidae
,,,Apus cooki,Cook's Swift,Apodidae
,,,Apus horus,Horus Swift,Apodidae
Apus horus,Horus Swift,Apodidae,,,
Apus toulsoni,Loanda Swift,Apodidae,,,
Phaethornis longirostris,Long-billed Hermit,Trochilidae,,,
,,,Phaethornis longirostris,Long-billed Hermit,Trochilidae
,,,Phaethornis mexicanus,Mexican Hermit,Trochilidae
Phaethornis griseogularis,Grey-chinned Hermit,Trochilidae,Phaethornis griseogularis,Gray-chinned Hermit,Trochilidae
Phaethornis longuemareus,Little Hermit,Trochilidae,,,
,,,Phaethornis longuemareus,Little Hermit,Trochilidae
,,,Phaethornis aethopygus,Tapajos Hermit,Trochilidae
,,,Pampa curvipennis,Wedge-tailed Sabrewing,Trochilidae
Campylopterus curvipennis,Wedge-tailed Sabrewing,Trochilidae,,,
Campylopterus excellens,Long-tailed Sabrewing,Trochilidae,,,
Campylopterus largipennis,Grey-breasted Sabrewing,Trochilidae,,,
,,,Campylopterus largipennis,Gray-breasted Sabrewing,Trochilidae
,,,Campylopterus diamantinensis,Diamantina Sabrewing,Trochilidae
,,,Campylopterus calcirupicola,Outcrop Sabrewing,Trochilidae
Campylopterus rufus,Rufous Sabrewing,Trochilidae,Pampa rufa,Rufous Sabrewing,Trochilidae
Colibri delphinae,Brown Violet-ear,Trochilidae,Colibri delphinae,Brown Violetear,Trochilidae
Colibri thalassinus,Green Violet-ear,Trochilidae,,,
,,,Colibri thalassinus,Mexican Violetear,Trochilidae
,,,Colibri cyanotus,Lesser Violetear,Trochilidae
Colibri coruscans,Sparkling Violet-ear,Trochilidae,Colibri coruscans,Sparkling Violetear,Trochilidae
Colibri serrirostris,White-vented Violet-ear,Trochilidae,Colibri serrirostris,White-vented Violetear,Trochilidae
Anthracothorax prevostii,Green-breasted Mango,Trochilidae,,,
,,,Anthracothorax prevostii,Green-breasted Mango,Trochilidae
,,,Anthracothorax nigricollis,Black-throated Mango,Trochilidae
Anthracothorax nigricollis,Black-throated Mango,Trochilidae,,,
Anthracothorax dominicus,Antillean Mango,Trochilidae,,,
,,,Anthracothorax dominicus,Hispaniolan Mango,Trochilidae
,,,Anthracothorax aurulentus,Puerto Rican Mango,Trochilidae
Stephanoxis lalandi,Plovercrest,Trochilidae,,,
,,,Stephanoxis lalandi,Green-crowned Plovercrest,Trochilidae
,,,Stephanoxis loddigesii,Purple-crowned Plovercrest,Trochilidae
Lophornis chalybeus,Festive Coquette,Trochilidae,,,
,,,Lophornis chalybeus,Festive Coquette,Trochilidae
,,,Lophornis verreauxii,Butterfly Coquette,Trochilidae
Discosura longicaudus,Racket-tailed Coquette,Trochilidae,Discosura longicaudus,Racket-tipped Thorntail,Trochilidae
Chlorostilbon canivetii,Fork-tailed Emerald,Trochilidae,Cynanthus canivetii,Canivet's Emerald,Trochilidae
Chlorostilbon auriceps,Golden-crowned Emerald,Trochilidae,Cynanthus auriceps,Golden-crowned Emerald,Trochilidae
Chlorostilbon forficatus,Cozumel Emerald,Trochilidae,Cynanthus forficatus,Cozumel Emerald,Trochilidae
Chlorostilbon ricordii,Cuban Emerald,Trochilidae,Riccordia ricordii,Cuban Emerald,Trochilidae
Chlorostilbon bracei,Brace's Emerald,Trochilidae,Riccordia bracei,Brace's Emerald,Trochilidae
Chlorostilbon elegans,Gould's Emerald,Trochilidae,,,
Chlorostilbon swainsonii,Hispaniolan Emerald,Trochilidae,Riccordia swainsonii,Hispaniolan Emerald,Trochilidae
Chlorostilbon maugaeus,Puerto Rican Emerald,Trochilidae,Riccordia maugaeus,Puerto Rican Emerald,Trochilidae
Cynanthus sordidus,Dusky Hummingbird,Trochilidae,Phaeoptila sordida,Dusky Hummingbird,Trochilidae
Cynanthus latirostris,Broad-billed Hummingbird,Trochilidae,,,
,,,Cynanthus latirostris,Broad-billed Hummingbird,Trochilidae
,,,Cynanthus lawrencei,Tres Marias Hummingbird,Trochilidae
,,,Cynanthus doubledayi,Turquoise-crowned Hummingbird,Trochilidae
Cyanophaia bicolor,Blue-headed Hummingbird,Trochilidae,Riccordia bicolor,Blue-headed Hummingbird,Trochilidae
Thalurania ridgwayi,Mexican Woodnymph,Trochilidae,Eupherusa ridgwayi,Mexican Woodnymph,Trochilidae
,,,Thalurania colombica,Crowned Woodnymph,Trochilidae
Thalurania colombica,Blue-crowned Woodnymph,Trochilidae,,,
Thalurania fannyi,Green-crowned Woodnymph,Trochilidae,,,
Damophila julie,Violet-bellied Hummingbird,Trochilidae,Chlorestes julie,Violet-bellied Hummingbird,Trochilidae
Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,Trochilidae,Chrysuronia coeruleogularis,Sapphire-throated Hummingbird,Trochilidae
Lepidopyga lilliae,Sapphire-bellied Hummingbird,Trochilidae,Chrysuronia lilliae,Sapphire-bellied Hummingbird,Trochilidae
Lepidopyga goudoti,Shining-green Hummingbird,Trochilidae,Chrysuronia goudoti,Shining-green Hummingbird,Trochilidae
Hylocharis xantusii,Xantus's Hummingbird,Trochilidae,Basilinna xantusii,Xantus's Hummingbird,Trochilidae
Hylocharis leucotis,White-eared Hummingbird,Trochilidae,Basilinna leucotis,White-eared Hummingbird,Trochilidae
Hylocharis eliciae,Blue-throated Goldentail,Trochilidae,Chlorestes eliciae,Blue-throated Goldentail,Trochilidae
Hylocharis cyanus,White-chinned Sapphire,Trochilidae,Chlorestes cyanus,White-chinned Sapphire,Trochilidae
Hylocharis grayi,Blue-headed Sapphire,Trochilidae,Chrysuronia grayi,Blue-headed Sapphire,Trochilidae
Hylocharis humboldtii,Humboldt's Sapphire,Trochilidae,Chrysuronia humboldtii,Humboldt's Sapphire,Trochilidae
Goethalsia bella,Rufous-cheeked Hummingbird,Trochilidae,Goldmania bella,Pirre Hummingbird,Trochilidae
Leucippus baeri,Tumbes Hummingbird,Trochilidae,Thaumasius baeri,Tumbes Hummingbird,Trochilidae
Leucippus taczanowskii,Spot-throated Hummingbird,Trochilidae,Thaumasius taczanowskii,Spot-throated Hummingbird,Trochilidae
Leucippus chlorocercus,Olive-spotted Hummingbird,Trochilidae,Talaphorus chlorocercus,Olive-spotted Hummingbird,Trochilidae
Amazilia viridicauda,Green-and-white Hummingbird,Trochilidae,Elliotomyia viridicauda,Green-and-white Hummingbird,Trochilidae
Amazilia chionogaster,White-bellied Hummingbird,Trochilidae,Elliotomyia chionogaster,White-bellied Hummingbird,Trochilidae
Amazilia candida,White-bellied Emerald,Trochilidae,Chlorestes candida,White-bellied Emerald,Trochilidae
Amazilia brevirostris,White-chested Emerald,Trochilidae,Chrysuronia brevirostris,White-chested Emerald,Trochilidae
Amazilia versicolor,Versicoloured Emerald,Trochilidae,Chrysuronia versicolor,Versicolored Emerald,Trochilidae
Amazilia fimbriata,Glittering-throated Emerald,Trochilidae,Chionomesa fimbriata,Glittering-throated Emerald,Trochilidae
Amazilia lactea,Sapphire-spangled Emerald,Trochilidae,Chionomesa lactea,Sapphire-spangled Emerald,Trochilidae
Amazilia amabilis,Blue-chested Hummingbird,Trochilidae,Polyerata amabilis,Blue-chested Hummingbird,Trochilidae
Amazilia decora,Charming Hummingbird,Trochilidae,Polyerata decora,Charming Hummingbird,Trochilidae
Amazilia rosenbergi,Purple-chested Hummingbird,Trochilidae,Polyerata rosenbergi,Purple-chested Hummingbird,Trochilidae
Amazilia franciae,Andean Emerald,Trochilidae,Uranomitra franciae,Andean Emerald,Trochilidae
Amazilia leucogaster,Plain-bellied Emerald,Trochilidae,Chrysuronia leucogaster,Plain-bellied Emerald,Trochilidae
Amazilia cyanocephala,Azure-crowned Hummingbird,Trochilidae,Saucerottia cyanocephala,Azure-crowned Hummingbird,Trochilidae
Amazilia cyanifrons,Indigo-capped Hummingbird,Trochilidae,,,
,,,Saucerottia cyanifrons,Indigo-capped Hummingbird,Trochilidae
Amazilia beryllina,Berylline Hummingbird,Trochilidae,Saucerottia beryllina,Berylline Hummingbird,Trochilidae
Amazilia cyanura,Blue-tailed Hummingbird,Trochilidae,Saucerottia cyanura,Blue-tailed Hummingbird,Trochilidae
Amazilia saucerrottei,Steely-vented Hummingbird,Trochilidae,,,
,,,Saucerottia saucerottei,Steely-vented Hummingbird,Trochilidae
,,,Saucerottia hoffmanni,Blue-vented Hummingbird,Trochilidae
Amazilia tobaci,Copper-rumped Hummingbird,Trochilidae,Saucerottia tobaci,Copper-rumped Hummingbird,Trochilidae
Amazilia viridigaster,Green-bellied Hummingbird,Trochilidae,,,
,,,Saucerottia viridigaster,Green-bellied Hummingbird,Trochilidae
,,,Saucerottia cupreicauda,Copper-tailed Hummingbird,Trochilidae
Amazilia edward,Snowy-breasted Hummingbird,Trochilidae,Saucerottia edward,Snowy-bellied Hummingbird,Trochilidae
Amazilia castaneiventris,Chestnut-bellied Hummingbird,Trochilidae,Saucerottia castaneiventris,Chestnut-bellied Hummingbird,Trochilidae
Amazilia amazilia,Amazilia Hummingbird,Trochilidae,Amazilis amazilia,Amazilia Hummingbird,Trochilidae
Amazilia viridifrons,Green-fronted Hummingbird,Trochilidae,Ramosomyia viridifrons,Green-fronted Hummingbird,Trochilidae
Amazilia violiceps,Violet-crowned Hummingbird,Trochilidae,Ramosomyia violiceps,Violet-crowned Hummingbird,Trochilidae
Elvira chionura,White-tailed Emerald,Trochilidae,Microchera chionura,White-tailed Emerald,Trochilidae
Elvira cupreiceps,Coppery-headed Emerald,Trochilidae,Microchera cupreiceps,Coppery-headed Emerald,Trochilidae
,,,Chalybura buffonii,White-vented Plumeleteer,Trochilidae
Chalybura buffonii,White-vented Plumeleteer,Trochilidae,,,
Chalybura urochrysia,Bronze-tailed Plumeleteer,Trochilidae,,,
,,,Chalybura urochrysia,Bronze-tailed Plumeleteer,Trochilidae
Aphantochroa cirrochloris,Sombre Hummingbird,Trochilidae,Eupetomena cirrochloris,Sombre Hummingbird,Trochilidae
Lampornis clemenciae,Blue-throated Hummingbird,Trochilidae,Lampornis clemenciae,Blue-throated Mountain-gem,Trochilidae
Lampornis amethystinus,Amethyst-throated Hummingbird,Trochilidae,Lampornis amethystinus,Amethyst-throated Mountain-gem,Trochilidae
Anthocephala floriceps,Blossomcrown,Trochilidae,,,
,,,Anthocephala floriceps,Santa Marta Blossomcrown,Trochilidae
,,,Anthocephala berlepschi,Tolima Blossomcrown,Trochilidae
Clytolaema rubricauda,Brazilian Ruby,Trochilidae,Heliodoxa rubricauda,Brazilian Ruby,Trochilidae
Eugenes fulgens,Magnificent Hummingbird,Trochilidae,,,
,,,Eugenes fulgens,Rivoli's Hummingbird,Trochilidae
,,,Eugenes spectabilis,Talamanca Hummingbird,Trochilidae
Oreotrochilus estella,Andean Hillstar,Trochilidae,,,
,,,Oreotrochilus estella,Andean Hillstar,Trochilidae
,,,Oreotrochilus stolzmanni,Green-headed Hillstar,Trochilidae
,,,Oreotrochilus cyanolaemus,Blue-throated Hillstar,Trochilidae
Urochroa bougueri,White-tailed Hillstar,Trochilidae,,,
,,,Urochroa bougueri,Rufous-gaped Hillstar,Trochilidae
,,,Urochroa leucura,Green-backed Hillstar,Trochilidae
Coeligena torquata,Collared Inca,Trochilidae,,,
,,,Coeligena torquata,Collared Inca,Trochilidae
,,,Coeligena conradii,Green Inca,Trochilidae
,,,Coeligena inca,Gould's Inca,Trochilidae
Coeligena bonapartei,Golden-bellied Starfrontlet,Trochilidae,,,
,,,Coeligena bonapartei,Golden-bellied Starfrontlet,Trochilidae
,,,Coeligena consita,Perija Starfrontlet,Trochilidae
,,,Coeligena eos,Merida Starfrontlet,Trochilidae
,,,Heliangelus spencei,Merida Sunangel,Trochilidae
Heliangelus amethysticollis,Amethyst-throated Sunangel,Trochilidae,,,
,,,Heliangelus amethysticollis,Amethyst-throated Sunangel,Trochilidae
,,,Heliangelus clarisse,Longuemare's Sunangel,Trochilidae
Heliangelus zusii,Bogota Sunangel,Trochilidae,,,
Eriocnemis mirabilis,Colourful Puffleg,Trochilidae,Eriocnemis mirabilis,Colorful Puffleg,Trochilidae
Eriocnemis alinae,Emerald-bellied Puffleg,Trochilidae,Eriocnemis aline,Emerald-bellied Puffleg,Trochilidae
Ocreatus underwoodii,Booted Racket-tail,Trochilidae,,,
,,,Ocreatus underwoodii,White-booted Racket-tail,Trochilidae
,,,Ocreatus addae,Rufous-booted Racket-tail,Trochilidae
,,,Ocreatus peruanus,Peruvian Racket-tail,Trochilidae
Sappho sparganura,Red-tailed Comet,Trochilidae,Sappho sparganurus,Red-tailed Comet,Trochilidae
Oxypogon guerinii,Bearded Helmetcrest,Trochilidae,,,
,,,Oxypogon guerinii,Green-bearded Helmetcrest,Trochilidae
,,,Oxypogon cyanolaemus,Blue-bearded Helmetcrest,Trochilidae
,,,Oxypogon lindenii,White-bearded Helmetcrest,Trochilidae
,,,Oxypogon stuebelii,Buffy Helmetcrest,Trochilidae
Taphrolesbia griseiventris,Grey-bellied Comet,Trochilidae,Taphrolesbia griseiventris,Gray-bellied Comet,Trochilidae
Aglaiocercus kingi,Long-tailed Sylph,Trochilidae,Aglaiocercus kingii,Long-tailed Sylph,Trochilidae
Schistes geoffroyi,Wedge-billed Hummingbird,Trochilidae,,,
,,,Schistes geoffroyi,Geoffroy's Daggerbill,Trochilidae
,,,Schistes albogularis,White-throated Daggerbill,Trochilidae
Loddigesia mirabilis,Marvellous Spatuletail,Trochilidae,Loddigesia mirabilis,Marvelous Spatuletail,Trochilidae
Calliphlox bryantae,Magenta-throated Woodstar,Trochilidae,Philodice bryantae,Magenta-throated Woodstar,Trochilidae
Calliphlox mitchellii,Purple-throated Woodstar,Trochilidae,Philodice mitchellii,Purple-throated Woodstar,Trochilidae
Calliphlox evelynae,Bahama Woodstar,Trochilidae,,,
,,,Nesophlox evelynae,Bahama Woodstar,Trochilidae
,,,Nesophlox lyrura,Inagua Woodstar,Trochilidae
Stellula calliope,Calliope Hummingbird,Trochilidae,Selasphorus calliope,Calliope Hummingbird,Trochilidae
Atthis heloisa,Bumblebee Hummingbird,Trochilidae,Selasphorus heloisa,Bumblebee Hummingbird,Trochilidae
Atthis ellioti,Wine-throated Hummingbird,Trochilidae,Selasphorus ellioti,Wine-throated Hummingbird,Trochilidae
Trogon comptus,White-eyed Trogon,Trogonidae,Trogon comptus,Blue-tailed Trogon,Trogonidae
,,,Trogon collaris,Collared Trogon,Trogonidae
Trogon collaris,Collared Trogon,Trogonidae,,,
Trogon aurantiiventris,Orange-bellied Trogon,Trogonidae,,,
Trogon rufus,Black-throated Trogon,Trogonidae,,,
,,,Trogon rufus,Amazonian Black-throated Trogon,Trogonidae
,,,Trogon tenellus,Northern Black-throated Trogon,Trogonidae
,,,Trogon cupreicauda,Choco Black-throated Trogon,Trogonidae
,,,Trogon chrysochloros,Atlantic Black-throated Trogon,Trogonidae
Trogon violaceus,Violaceous Trogon,Trogonidae,,,
,,,Trogon violaceus,Guianan Trogon,Trogonidae
,,,Trogon ramonianus,Amazonian Trogon,Trogonidae
Alcedo quadribrachys,Shining Blue Kingfisher,Alcedinidae,Alcedo quadribrachys,Shining-blue Kingfisher,Alcedinidae
Alcedo azurea,Azure Kingfisher,Alcedinidae,Ceyx azureus,Azure Kingfisher,Alcedinidae
Alcedo websteri,Bismarck Kingfisher,Alcedinidae,Ceyx websteri,Bismarck Kingfisher,Alcedinidae
Alcedo euryzona,Blue-banded Kingfisher,Alcedinidae,,,
,,,Alcedo euryzona,Javan Blue-banded Kingfisher,Alcedinidae
,,,Alcedo peninsulae,Malaysian Blue-banded Kingfisher,Alcedinidae
Alcedo cyanopectus,Indigo-banded Kingfisher,Alcedinidae,Ceyx cyanopectus,Indigo-banded Kingfisher,Alcedinidae
Alcedo argentata,Silvery Kingfisher,Alcedinidae,,,
,,,Ceyx argentatus,Southern Silvery-Kingfisher,Alcedinidae
,,,Ceyx flumenicola,Northern Silvery-Kingfisher,Alcedinidae
Alcedo cristata,Malachite Kingfisher,Alcedinidae,Corythornis cristatus,Malachite Kingfisher,Alcedinidae
Alcedo vintsioides,Madagascar Kingfisher,Alcedinidae,Corythornis vintsioides,Malagasy Kingfisher,Alcedinidae
Alcedo leucogaster,White-bellied Kingfisher,Alcedinidae,Corythornis leucogaster,White-bellied Kingfisher,Alcedinidae
Alcedo pusilla,Little Kingfisher,Alcedinidae,Ceyx pusillus,Little Kingfisher,Alcedinidae
Ceyx lepidus,Variable Kingfisher,Alcedinidae,,,
,,,Ceyx lepidus,Moluccan Dwarf-Kingfisher,Alcedinidae
,,,Ceyx margarethae,Dimorphic Dwarf-Kingfisher,Alcedinidae
,,,Ceyx wallacii,Sula Dwarf-Kingfisher,Alcedinidae
,,,Ceyx cajeli,Buru Dwarf-Kingfisher,Alcedinidae
,,,Ceyx solitarius,Papuan Dwarf-Kingfisher,Alcedinidae
,,,Ceyx dispar,Manus Dwarf-Kingfisher,Alcedinidae
,,,Ceyx mulcatus,New Ireland Dwarf-Kingfisher,Alcedinidae
,,,Ceyx sacerdotis,New Britain Dwarf-Kingfisher,Alcedinidae
,,,Ceyx collectoris,New Georgia Dwarf-Kingfisher,Alcedinidae
,,,Ceyx meeki,North Solomons Dwarf-Kingfisher,Alcedinidae
,,,Ceyx nigromaxilla,Guadalcanal Dwarf-Kingfisher,Alcedinidae
,,,Ceyx gentianus,Makira Dwarf-Kingfisher,Alcedinidae
Ceyx erithaca,Black-backed Kingfisher,Alcedinidae,,,
,,,Ceyx erithaca,Black-backed Dwarf-Kingfisher,Alcedinidae
,,,Ceyx rufidorsa,Rufous-backed Dwarf-Kingfisher,Alcedinidae
Ceyx rufidorsa,Rufous-backed Kingfisher,Alcedinidae,,,
Ceyx fallax,Sulawesi Kingfisher,Alcedinidae,,,
,,,Ceyx fallax,Sulawesi Dwarf-Kingfisher,Alcedinidae
,,,Ceyx sangirensis,Sangihe Dwarf-Kingfisher,Alcedinidae
Ceyx madagascariensis,Madagascar Pygmy-kingfisher,Alcedinidae,Corythornis madagascariensis,Madagascar Pygmy Kingfisher,Alcedinidae
Ceyx pictus,African Pygmy-kingfisher,Alcedinidae,Ispidina picta,African Pygmy Kingfisher,Alcedinidae
Ceyx lecontei,African Dwarf-kingfisher,Alcedinidae,Ispidina lecontei,African Dwarf Kingfisher,Alcedinidae
Clytoceyx rex,Shovel-billed Kookaburra,Alcedinidae,Dacelo rex,Shovel-billed Kookaburra,Alcedinidae
Cittura cyanotis,Lilac-cheeked Kingfisher,Alcedinidae,,,
,,,Cittura cyanotis,Sulawesi Lilac Kingfisher,Alcedinidae
,,,Cittura sanghirensis,Sangihe Lilac Kingfisher,Alcedinidae
Pelargopsis melanorhyncha,Black-billed Kingfisher,Alcedinidae,Pelargopsis melanorhyncha,Great-billed Kingfisher,Alcedinidae
Halcyon smyrnensis,White-throated Kingfisher,Alcedinidae,,,
,,,Halcyon smyrnensis,White-throated Kingfisher,Alcedinidae
,,,Halcyon gularis,Brown-breasted Kingfisher,Alcedinidae
Halcyon leucocephala,Grey-headed Kingfisher,Alcedinidae,Halcyon leucocephala,Gray-headed Kingfisher,Alcedinidae
Todiramphus farquhari,Chestnut-bellied Kingfisher,Alcedinidae,Todiramphus farquhari,Vanuatu Kingfisher,Alcedinidae
Todiramphus cinnamominus,Micronesian Kingfisher,Alcedinidae,,,
,,,Todiramphus cinnamominus,Guam Kingfisher,Alcedinidae
,,,Todiramphus pelewensis,Palau Kingfisher,Alcedinidae
,,,Todiramphus reichenbachii,Pohnpei Kingfisher,Alcedinidae
Todiramphus chloris,Collared Kingfisher,Alcedinidae,,,
,,,Todiramphus chloris,Collared Kingfisher,Alcedinidae
,,,Todiramphus sordidus,Torresian Kingfisher,Alcedinidae
,,,Todiramphus colonus,Colonist Kingfisher,Alcedinidae
,,,Todiramphus albicilla,Mariana Kingfisher,Alcedinidae
,,,Todiramphus tristrami,Melanesian Kingfisher,Alcedinidae
,,,Todiramphus sacer,Pacific Kingfisher,Alcedinidae
Todiramphus saurophaga,Beach Kingfisher,Alcedinidae,Todiramphus saurophagus,Beach Kingfisher,Alcedinidae
Todiramphus veneratus,Tahiti Kingfisher,Alcedinidae,Todiramphus veneratus,Society Kingfisher,Alcedinidae
Todiramphus ruficollaris,Mangaia Kingfisher,Alcedinidae,Todiramphus ruficollaris,Mewing Kingfisher,Alcedinidae
Todiramphus godeffroyi,Marquesan Kingfisher,Alcedinidae,Todiramphus godeffroyi,Marquesas Kingfisher,Alcedinidae
Actenoides princeps,Scaly Kingfisher,Alcedinidae,Actenoides princeps,Scaly-breasted Kingfisher,Alcedinidae
Tanysiptera sylvia,Buff-breasted Paradise-kingfisher,Alcedinidae,,,
,,,Tanysiptera sylvia,Buff-breasted Paradise-Kingfisher,Alcedinidae
,,,Tanysiptera nigriceps,Black-capped Paradise-Kingfisher,Alcedinidae
Momotus momota,Blue-crowned Motmot,Momotidae,,,
,,,Momotus momota,Amazonian Motmot,Momotidae
,,,Momotus bahamensis,Trinidad Motmot,Momotidae
,,,Momotus coeruliceps,Blue-capped Motmot,Momotidae
,,,Momotus lessonii,Lesson's Motmot,Momotidae
,,,Momotus subrufescens,Whooping Motmot,Momotidae
,,,Momotus aequatorialis,Andean Motmot,Momotidae
